Metric Name	Metric Tier	Mapped Function	Metric Data Source	Example Detailed Assessment as it "On" (only 1 metric per function)	Source	Metric Statement	Description	Method/Context	How To Measure	References	Stratification	Field Value 1	Index Value 1	Field Value 2	Index Value 2	Field Value 3	Index Value 3	Field Value 4	Index Value 4	Field Value 5	Index Value 5	Field Value 6	Index Value 6	Field Value 7	Index Value 7
Summer Daily Maximum (°F)	Detailed	Light & thermal regime	Continuous temperature logger, spot measurements, and/or monitoring databases.		North Carolina SQT	Shade, solar input, and groundwater keep temperature and light within natural ranges for metabolism and dissolved oxygen.	Thermal condition (maximum or weekly average temperature) used to assess heat stress risk and habitat suitability.	"Context: Channel
Method: Field (logger) and/or Desktop (data compilation)"	Deploy temperature logger (or compile existing records) over summer season; compute statistic (daily max, MWAT, July mean) and score against stratified thresholds.	North Carolina SQT; USGS NWIS temperature where available; regional temperature products where available	Coolwater	97	0		0.29		0.3		0.69		0.7	67	1		
Summer Daily Maximum	Detailed	Light & thermal regime	Continuous temperature logger, spot measurements, and/or monitoring databases.		South Carolina SQT	Shade, solar input, and groundwater keep temperature and light within natural ranges for metabolism and dissolved oxygen.	Thermal condition (maximum or weekly average temperature) used to assess heat stress risk and habitat suitability.	"Context: Channel
Method: Field (logger) and/or Desktop (data compilation)"	Deploy temperature logger (or compile existing records) over summer season; compute statistic (daily max, MWAT, July mean) and score against stratified thresholds.	South Carolina SQT; USGS NWIS temperature where available; regional temperature products where available		77	0		0.29		0.3		0.69	64	0.7	58	1		
Summer Mean Temperature	Detailed	Light & thermal regime	Continuous temperature logger, spot measurements, and/or monitoring databases.		Wisconsin SQT	Shade, solar input, and groundwater keep temperature and light within natural ranges for metabolism and dissolved oxygen.	Thermal condition (maximum or weekly average temperature) used to assess heat stress risk and habitat suitability.	"Context: Channel
Method: Field (logger) and/or Desktop (data compilation)"	Deploy temperature logger (or compile existing records) over summer season; compute statistic (daily max, MWAT, July mean) and score against stratified thresholds.	Wisconsin SQT; USGS NWIS temperature where available; regional temperature products where available	Cold		0		0.29	18.7	0.3		0.69	17	0.7	12.5	1		
Summer Mean Temperature	Detailed	Light & thermal regime	Continuous temperature logger, spot measurements, and/or monitoring databases.		Wisconsin SQT	Shade, solar input, and groundwater keep temperature and light within natural ranges for metabolism and dissolved oxygen.	Thermal condition (maximum or weekly average temperature) used to assess heat stress risk and habitat suitability.	"Context: Channel
Method: Field (logger) and/or Desktop (data compilation)"	Deploy temperature logger (or compile existing records) over summer season; compute statistic (daily max, MWAT, July mean) and score against stratified thresholds.	Wisconsin SQT; USGS NWIS temperature where available; regional temperature products where available	Cold Transition		0		0.29		0.3		0.69	18.7	0.7	17	1		
Summer Mean Temperature	Detailed	Light & thermal regime	Continuous temperature logger, spot measurements, and/or monitoring databases.		Wisconsin SQT	Shade, solar input, and groundwater keep temperature and light within natural ranges for metabolism and dissolved oxygen.	Thermal condition (maximum or weekly average temperature) used to assess heat stress risk and habitat suitability.	"Context: Channel
Method: Field (logger) and/or Desktop (data compilation)"	Deploy temperature logger (or compile existing records) over summer season; compute statistic (daily max, MWAT, July mean) and score against stratified thresholds.	Wisconsin SQT; USGS NWIS temperature where available; regional temperature products where available	Warm Transition		0		0.29		0.3		0.69	20.5	0.7	18.7	1		
Summer Mean Temperature	Detailed	Light & thermal regime	Continuous temperature logger, spot measurements, and/or monitoring databases.		Wisconsin SQT	Shade, solar input, and groundwater keep temperature and light within natural ranges for metabolism and dissolved oxygen.	Thermal condition (maximum or weekly average temperature) used to assess heat stress risk and habitat suitability.	"Context: Channel
Method: Field (logger) and/or Desktop (data compilation)"	Deploy temperature logger (or compile existing records) over summer season; compute statistic (daily max, MWAT, July mean) and score against stratified thresholds.	Wisconsin SQT; USGS NWIS temperature where available; regional temperature products where available	Warm		0		0.29		0.3		0.69	23	0.7	20.5	1		
Canopy Cover	Detailed	Light & thermal regime	Field canopy measurements (densiometer/hemispherical photo) and/or LiDAR/imagery-derived canopy cover.		Wisconsin SQT	Shade, solar input, and groundwater keep temperature and light within natural ranges for metabolism and dissolved oxygen.	Riparian canopy cover that controls shading and thermal/light regime in the channel.	"Context: Riparian/Channel
Method: Field and/or Desktop"	Measure percent canopy cover over the channel and near banks along the reach; score using SQT thresholds for the appropriate region/vegetation setting.	Wisconsin SQT; Canopy measurement methods; LiDAR canopy products where available	Woody Reference Vegetation Cover	0	0		0.29		0.3		0.69	50	0.7	87	1		
Canopy Cover	Detailed	Light & thermal regime	Field canopy measurements (densiometer/hemispherical photo) and/or LiDAR/imagery-derived canopy cover.		Wisconsin SQT	Shade, solar input, and groundwater keep temperature and light within natural ranges for metabolism and dissolved oxygen.	Riparian canopy cover that controls shading and thermal/light regime in the channel.	"Context: Riparian/Channel
Method: Field and/or Desktop"	Measure percent canopy cover over the channel and near banks along the reach; score using SQT thresholds for the appropriate region/vegetation setting.	Wisconsin SQT; Canopy measurement methods; LiDAR canopy products where available	Herbaceous Reference Vegetation Cover	70	0		0.29	35	0.3		0.69	15	0.7	0	1		
Maximum Weekly Average Temperature (MWAT)	Detailed	Light & thermal regime	Continuous temperature logger, spot measurements, and/or monitoring databases.		Wyoming SQT	Shade, solar input, and groundwater keep temperature and light within natural ranges for metabolism and dissolved oxygen.	Thermal condition (maximum or weekly average temperature) used to assess heat stress risk and habitat suitability.	"Context: Channel
Method: Field (logger) and/or Desktop (data compilation)"	Deploy temperature logger (or compile existing records) over summer season; compute statistic (daily max, MWAT, July mean) and score against stratified thresholds.	Wyoming SQT; USGS NWIS temperature where available; regional temperature products where available	Tier I (Cold)		0		0.29	18.1	0.3		0.69	15.4	0.7		1		
Maximum Weekly Average Temperature (MWAT)	Detailed	Light & thermal regime	Continuous temperature logger, spot measurements, and/or monitoring databases.		Wyoming SQT	Shade, solar input, and groundwater keep temperature and light within natural ranges for metabolism and dissolved oxygen.	Thermal condition (maximum or weekly average temperature) used to assess heat stress risk and habitat suitability.	"Context: Channel
Method: Field (logger) and/or Desktop (data compilation)"	Deploy temperature logger (or compile existing records) over summer season; compute statistic (daily max, MWAT, July mean) and score against stratified thresholds.	Wyoming SQT; USGS NWIS temperature where available; regional temperature products where available	Tier II (Cold-Cool)		0		0.29	19.3	0.3		0.69	17.7	0.7		1		
Maximum Weekly Average Temperature (MWAT)	Detailed	Light & thermal regime	Continuous temperature logger, spot measurements, and/or monitoring databases.		Wyoming SQT	Shade, solar input, and groundwater keep temperature and light within natural ranges for metabolism and dissolved oxygen.	Thermal condition (maximum or weekly average temperature) used to assess heat stress risk and habitat suitability.	"Context: Channel
Method: Field (logger) and/or Desktop (data compilation)"	Deploy temperature logger (or compile existing records) over summer season; compute statistic (daily max, MWAT, July mean) and score against stratified thresholds.	Wyoming SQT; USGS NWIS temperature where available; regional temperature products where available	Tier III (Cool)		0		0.29	22	0.3		0.69	19.9	0.7		1		
Maximum Weekly Average Temperature (MWAT)	Detailed	Light & thermal regime	Continuous temperature logger, spot measurements, and/or monitoring databases.		Wyoming SQT	Shade, solar input, and groundwater keep temperature and light within natural ranges for metabolism and dissolved oxygen.	Thermal condition (maximum or weekly average temperature) used to assess heat stress risk and habitat suitability.	"Context: Channel
Method: Field (logger) and/or Desktop (data compilation)"	Deploy temperature logger (or compile existing records) over summer season; compute statistic (daily max, MWAT, July mean) and score against stratified thresholds.	Wyoming SQT; USGS NWIS temperature where available; regional temperature products where available	Tier IV (Cool-Warm)		0		0.29	26	0.3		0.69	24.4	0.7		1		
Maximum Weekly Average Temperature (MWAT)	Detailed	Light & thermal regime	Continuous temperature logger, spot measurements, and/or monitoring databases.		Wyoming SQT	Shade, solar input, and groundwater keep temperature and light within natural ranges for metabolism and dissolved oxygen.	Thermal condition (maximum or weekly average temperature) used to assess heat stress risk and habitat suitability.	"Context: Channel
Method: Field (logger) and/or Desktop (data compilation)"	Deploy temperature logger (or compile existing records) over summer season; compute statistic (daily max, MWAT, July mean) and score against stratified thresholds.	Wyoming SQT; USGS NWIS temperature where available; regional temperature products where available	Tier V (Warm)		0		0.29	29	0.3		0.69	27.3	0.7		1		
